NodeID,SpeciesID,StageID,Stage,Species.StageID,WorkingName,OrganismalGroup,NodeType,Resolution,ResolutionNotes,Feeding,Lifestyle(stage),Lifestyle(species),ConsumerStrategy(stage),System,HabitatAffiliation,Mobility,Residency,NativeStatus,BodySize(g),BodySizeEstimation,BodySizeNotes,BodySizeN,Biomass(kg/ha),BiomassEstimation,BiomassNotes,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Order,Suborder,Infraorder,Superfamily,Family,Genus,SpecificEpithet,Subspecies,NodeNotes
118,118,1,Adult,118.1,Grey Duck,Bird,Taxon,Species,,Feeding,Free-Living,Free-Living,Predator,,,High,Resident,,,,,,,,,Animalia,Chordata,,,Aves,,,,,,,Anas,superciliosa,,NA
119,119,1,Adult,119.1,Royal Spoonbill,Bird,Taxon,Species,,Feeding,Free-Living,Free-Living,Predator,,,High,Resident,,,,,,,,,Animalia,Chordata,,,Aves,,,,,,,Platalea,regia,,NA
120,120,1,Adult,120.1,Black Swan,Bird,Taxon,Species,,Feeding,Free-Living,Free-Living,Predator,,,High,Resident,,,,,,,,,Animalia,Chordata,,,Aves,,,,,,,Cygnus,atratus,,NA
121,121,1,Adult,121.1,Bar-tailed Godwit,Bird,Taxon,Species,,Feeding,Free-Living,Free-Living,Predator,,,High,Resident,,,,,,,,,Animalia,Chordata,,,Aves,,,,,,,Limosa,lapponica,,NA
122,122,1,Adult,122.1,Pied Cormorant,Bird,Taxon,Species,,Feeding,Free-Living,Free-Living,Predator,,,High,Resident,,,,,,,,,Animalia,Chordata,,,Aves,,,,,,,Phalacrocorax ,varius,,NA
123,123,1,Adult,123.1,Little Pied Cormorant,Bird,Taxon,Species,,Feeding,Free-Living,Free-Living,Predator,,,High,Resident,,,,,,,,,Animalia,Chordata,,,Aves,,,,,,,Phalacrocorax ,melanoleucos,,NA
124,124,1,Adult,124.1,Maritrema novaezealandensis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,novaezealandensis,,NA
125,124,2,Parthinitae,124.2,Maritrema novaezealandensis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,novaezealandensis,,NA
126,124,3,Cercariae,124.3,Maritrema novaezealandensis,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,novaezealandensis,,NA
127,124,4,Metacercariae,124.4,Maritrema novaezealandensis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Maritrema,novaezealandensis,,NA
128,125,1,Adult,125.1,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,NA
129,125,2,Parthinitae,125.2,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,NA
130,125,3,Cercariae,125.3,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,NA
131,125,4,Metacercariae,125.4,Levinseniella sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Levinseniella,sp.,,NA
132,126,1,Adult,126.1,Microphallus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,sp.,,NA
133,126,2,Parthinitae,126.2,Microphallus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,sp.,,NA
134,126,3,Cercariae,126.3,Microphallus sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,sp.,,NA
135,126,4,Metacercariae,126.4,Microphallus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Microphallus,sp.,,NA
136,127,1,Adult,127.1,Galactosomum sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Galactosomum,sp.,,NA
137,127,2,Parthinitae,127.2,Galactosomum sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Galactosomum,sp.,,NA
138,127,3,Cercariae,127.3,Galactosomum sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Galactosomum,sp.,,NA
139,127,4,Metacercariae,127.4,Galactosomum sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Galactosomum,sp.,,NA
140,128,1,Adult,128.1,Renicola sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Renicola,sp.,,NA
141,128,2,Parthinitae,128.2,Renicola sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Renicola,sp.,,NA
142,128,3,Cercariae,128.3,Renicola sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Renicola,sp.,,NA
143,128,4,Metacercariae,128.4,Renicola sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Renicola,sp.,,NA
144,129,1,Adult,129.1,Philophthalmus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Philophthalmus,sp. ,,NA
145,129,2,Parthinitae,129.2,Philophthalmus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Philophthalmus,sp. ,,NA
146,129,3,Cercariae,129.3,Philophthalmus sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Philophthalmus,sp. ,,NA
147,129,4,Metacercariae,129.4,Philophthalmus sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Commensal,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Philophthalmus,sp. ,,NA
148,130,1,Adult,130.1,Curtuteria australis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Curtuteria,australis,,NA
149,130,2,Parthinitae,130.2,Curtuteria australis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Curtuteria,australis,,NA
150,130,3,Cercariae,130.3,Curtuteria australis,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Curtuteria,australis,,NA
151,130,4,Metacercariae,130.4,Curtuteria australis,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Curtuteria,australis,,NA
152,131,1,Adult,131.1,Acanthoparyphium sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Acanthoparyphium,sp. ,,NA
153,131,2,Parthinitae,131.2,Acanthoparyphium sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Acanthoparyphium,sp. ,,NA
154,131,3,Cercariae,131.3,Acanthoparyphium sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Acanthoparyphium,sp. ,,NA
155,131,4,Metacercariae,131.4,Acanthoparyphium sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Acanthoparyphium,sp. ,,NA
156,132,1,Adult,132.1,Gymnophallus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Gymnophallus,sp. ,,NA
157,132,2,Parthinitae,132.2,Gymnophallus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Gymnophallus,sp. ,,NA
158,132,3,Cercariae,132.3,Gymnophallus sp.,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Gymnophallus,sp. ,,NA
159,132,4,Metacercariae,132.4,Gymnophallus sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,Gymnophallus,sp. ,,NA
160,133,1,Adult,133.1,Opecoelid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Opecoelidae,,,,NA
161,133,2,Parthinitae,133.2,Opecoelid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Opecoelidae,,,,NA
162,133,3,Cercariae,133.3,Opecoelid,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Opecoelidae,,,,NA
163,133,4,Metacercariae,133.4,Opecoelid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Opecoelidae,,,,NA
164,134,1,Adult,134.1,Ascarophis sp.,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Ascarophis,sp.,,NA
165,134,2,Larvae,134.2,Ascarophis sp.,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,,Ascarophis,sp.,,NA
166,135,1,Adult,135.1,Acuariidae,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,Acuariidae,,,,NA
167,135,2,Larvae,135.2,Acuariidae,Nematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Nematoda,,,,,,,,,Acuariidae,,,,NA
168,136,1,Adult,136.1,Profilicollis antarcticus,Acanthocephalan,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Acanthocephala,,,,,,,,,,Profilicollis,antarcticus,,NA
169,136,2,Cystacanth,136.2,Profilicollis antarcticus,Acanthocephalan,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Acanthocephala,,,,,,,,,,Profilicollis,antarcticus,,NA
170,137,1,Adult,137.1,Profilicollis novaezelandensis,Acanthocephalan,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Acanthocephala,,,,,,,,,,Profilicollis,novaezelandensis,,NA
171,137,2,Cystacanth,137.2,Profilicollis novaezelandensis,Acanthocephalan,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Acanthocephala,,,,,,,,,,Profilicollis,novaezelandensis,,NA
172,138,1,Adult,138.1,Pseudomyicola spinosus,Copepod,Taxon,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Crustacea,,,Copepoda,,,,,,,Pseudomyicola,spinosus,,NA
173,139,2,Parthinitae,139.2,Amphi-trematode sp.,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,,,,,NA
174,140,2,Parthinitae,140.2,Fellostomatid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Fellostomatidae,,,,NA
175,140,3,Cercariae,140.3,Fellostomatid,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Fellostomatidae,,,,NA
176,141,1,Adult,141.1,Stigeid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Stigeidae,,,,NA
177,141,2,Parthinitae,141.2,Stigeid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Parasitic Castrator,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Stigeidae,,,,NA
178,141,3,Cercariae,141.3,Stigeid,Trematode,Lifecycle Stage,Species,,Non-Feeding,Free-Living,Infectious,Non-feeding,,,Intermediate,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Stigeidae,,,,NA
179,141,4,Metacercariae,141.4,Stigeid,Trematode,Lifecycle Stage,Species,,Feeding,Infectious,Infectious,Trophically Transmitted Parasite,,,,,,,,,,,,,Animalia,Platyhelminthes,,,Trematoda,,Digenea,,,,Stigeidae,,,,NA
180,142,1,Adult,142.1,Pea crab,Crab,Taxon,Species,,Feeding,Infectious,Infectious,Macroparasite,,,,,,,,,,,,,Animalia,Crustacea ,,,Malacostraca,,Decapoda,,,,,Pinnotheres,novaezelandiae,,NA
